"Respondent ID","Start Date","EndDate","IP Address","Country Code","Country Name","State","heardOfBagBans","impressionOfBagBans",,"proposedBagBan","voteInFavor","includeFeeVoteYes","bagsFoundDecreased","trenchHasBags","carmelDoesntFee","highCostsPlasticBags","everyOtherCityFees","commentsOrSuggestions","howLongInSC","rentOrOwn","zip","childrenInHome","localMerchant","ageLower","whatYearBorn","gender","contactMeFor","Interviewers Name",,"Type","Platform","Agent","Referrer",,,
57064131,"2013-09-21 08:17:30","2013-09-21 08:17:30","70.197.6.86","US","United States","California","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would not like to be contacted",,"leonard","cowan",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064133,"2013-09-21 08:29:54","2013-09-21 08:29:54","70.197.6.86","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","Yes",25,"1988-1984 (age 25-29)","Male","I would not like to be contacted",,,,,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064135,"2013-09-21 08:48:39","2013-09-21 08:48:39","70.197.6.86","US","United States","California","Yes","They've had little to no impact.",,"Yes","Definitely no","Definitely no","Makes no difference","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","Don't know/ Not applicable","wants to see more actual data.","more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female",,,"geraldine","white",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064137,"2013-09-21 09:09:34","2013-09-21 09:09:34","70.197.6.86","US","United States","California","Yes","They've had little to no impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Makes no difference",,"6-10 years","Own",,"No","No",68,"1948 or earlier (age 65+)","Male",,,"brian",,,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064138,"2013-09-21 09:17:21","2013-09-21 09:17:21","70.197.6.86","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Somewhat more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"16-20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female",,,"ruth","laird",,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064139,"2013-09-21 09:23:07","2013-09-21 09:23:07","70.197.6.86","US","United States","California","No",,,"No","Definitely yes","Definitely yes","Makes no difference","Much more likely to support a ban","Makes no difference","Much more likely to support a $0.10 fee","Makes no difference",,"5 years or less","Rent",95066,"Yes","No",35,"1978-1974 (age 35-39)","Male","I would not like to be contacted",,,,,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064140,"2013-09-21 09:28:03","2013-09-21 09:28:03","70.197.6.86","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Makes no difference","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","Yes",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,"laurie",,,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57064142,"2013-09-21 09:41:36","2013-09-21 09:41:36","70.197.6.86","US","United States","California","Yes","They've had little to no impact.",,"Yes","Probably yes","Probably yes","Somewhat more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Makes no difference","annoying the plastic no bags in restaurants","more than 20 years","Rent",,"Yes","No",30,"1983-1979 (age 30-34)","Female",,,"lisa",,,"Dayna Zimmerman",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57189178,"2013-09-23 05:42:51","2013-09-23 05:42:51","70.197.7.247","US","United States","California","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57189179,"2013-09-23 06:13:01","2013-09-23 06:13:01","70.197.7.247","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Makes no difference",,"11-15 years","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Female",,,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57189180,"2013-09-23 06:18:58","2013-09-23 06:18:58","70.197.7.247","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference",,"16-20 years","Own",95066,"Yes","No",,,"Female",,,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57189181,"2013-09-23 06:25:47","2013-09-23 06:25:47","70.197.7.247","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Makes no difference",,"more than 20 years","Own",95066,"Yes","Yes",50,"1963-1959 (age 50-54)","Female",,,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57189182,"2013-09-23 06:33:03","2013-09-23 06:33:03","70.197.7.247","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference",,"6-10 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male",,,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57189183,"2013-09-23 06:44:25","2013-09-23 06:44:25","70.197.7.247","US","United States","California","No",,,"No","Definitely yes","Definitely yes","Somewhat more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"11-15 years","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57189184,"2013-09-23 06:49:14","2013-09-23 06:49:14","70.197.7.247","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Probably no","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Makes no difference",,"more than 20 years","Own",95066,"Yes","Yes",40,"1973-1969 (age 40-44)","Male","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57189185,"2013-09-23 07:01:16","2013-09-23 07:01:16","70.197.7.247","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"16-20 years","Own",95066,"No","No",45,"1968-1964 (age 45-49)","Female",,,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57189186,"2013-09-23 07:06:30","2013-09-23 07:06:30","70.197.7.247","US","United States","California","Yes","They've had a positive impact.",,"No","Probably no","Probably yes","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"5 years or less","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Female","I would not like to be contacted",,,,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57189188,"2013-09-23 07:15:35","2013-09-23 07:15:35","70.197.7.247","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"more than 20 years","Rent",95066,"No","No",18,"1995-1989 (age 18-24)","Female","I would like to receive a one-time link to the community forum on this topic",,"Savanah",,,"Robert Singleton",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
57245470,"2013-09-23 05:36:29","2013-09-23 05:36:29","63.249.68.12","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"16-20 years","Own",95066,"No","No",60,"1953-1949 (age 60-64)","Male","I would not like to be contacted",,"R","Johnston",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57245472,"2013-09-23 05:44:07","2013-09-23 05:44:07","63.249.68.12","US","United States","California","Yes",,"It&aposs stupid","Yes","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","It&aposs political correctness run amok ","more than 20 years","Own",95066,"No","Yes",68,"1948 or earlier (age 65+)","Male","I would not like to be contacted",,"James","Besse",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57245473,"2013-09-23 05:48:51","2013-09-23 05:48:51","63.249.68.12","US","United States","California","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,"I","Larkin",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57245474,"2013-09-23 05:57:52","2013-09-23 05:57:52","63.249.68.12","US","United States","California","Yes","No opinion.",,"Yes","Probably yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Female","I would like to receive a one-time link to the community forum on this topic",,"E","Arzouni",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57245475,"2013-09-23 06:08:54","2013-09-23 06:08:54","63.249.68.12","US","United States","California","Yes",,"Glad the bags are gone","No","Definitely yes","Definitely yes",,,,,,,"more than 20 years","Rent",95066,"No","No",60,"1953-1949 (age 60-64)","Male","I would not like to be contacted",,"C","Simmons",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57245476,"2013-09-23 06:24:33","2013-09-23 06:24:33","63.249.68.12","US","United States","California","No",,,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","People should absolutely be responsible for bringing their own bags to the store!  This is just basic common sense considering our current populations and environmental situation!!!  ","more than 20 years","Rent",95066,"No","Yes",40,"1973-1969 (age 40-44)","Female","I would like to receive a one-time link to the community forum on this topic",,"Jennifer","Bloom",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57245477,"2013-09-23 06:54:50","2013-09-23 06:54:50","63.249.68.12","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"6-10 years","Own",95066,"No","No",35,"1978-1974 (age 35-39)","Male",,,"R.","Corpuz",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
57245478,"2013-09-23 07:00:28","2013-09-23 07:00:28","63.249.68.12","US","United States","California","Yes","They've had a positive impact.",,"No","Probably yes","Probably yes","Much more likely to support a ban","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"16-20 years","Rent",95066,"Yes","No",25,"1988-1984 (age 25-29)","Female","I would not like to be contacted",,"Amanda","L",,"Manu Koenig",,"Mobile App, Direct","iOS 7.0","iPad 1.6"
